Num_Acc;catr;voie;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
2.021E+11;4;EUROPE (AVENUE DE L');0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;4;ALLEES DE CRAPONNE;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;30
2.021E+11;4;GENERAL DE GAULLE(Avenue);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;30
2.021E+11;4;PAUL CLAUDEL (BOULEVARD);0;N/A;2;4;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;4;JEAN LOMBARD (AVENUE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;4;FRANÃ‡OISE DUPARC (BOULEVARD);0;N/A;2;4;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;4;PARIS (BOULEVARD DE);0;N/A;1;3;3;2;0;0;1;;-1;1;0;1;50
2.021E+11;4;LUMINY (AVENUE DE);0;N/A;1;2;0;1;0;0;2;;-1;1;0;1;50
2.021E+11;4;Corniche John FitzgÃ©rald Kennedy;0;N/A;2;3;0;1;0;0;3;;-1;1;0;1;50
2.021E+11;4;BLANCARDE (BOULEVARD);0;N/A;2;4;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;3;SAINT JEROME (AVENUE DE);0;N/A;2;1;0;1;-1;-1;1;;-1;1;0;1;50
2.021E+11;4;SAINT MARCEL (BOULEVARD DE );0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;4;TIMONE (AVENUE DE LA);0;N/A;-1;1;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;4;ATHENES (BOULEVARD D');0;N/A;2;4;0;2;-1;-1;1;;-1;1;0;1;50
2.021E+11;4;FELIX GOUIN AVENUE;0;N/A;2;-1;0;1;1;0;1;;-1;1;0;1;50
2.021E+11;9;PEPINIERE (CHEMIN DE LA);0;N/A;1;1;0;1;0;0;2;;-1;1;9;8;10
2.021E+11;2;RTE N113 MARSEILLE A BORBEAUX;0;N/A;3;4;0;1;75;345;1;;-1;1;0;1;110
2.021E+11;3;NARBONNE -ROUTE DE-;0;N/A;2;2;0;1;52;0;1;;-1;1;8;1;50
2.021E+11;4;KLEBER (RUE);0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
2.021E+11;4;PIERRE BROSSOLETTE (RUE);0;N/A;2;4;0;2;-1;-1;1;;-1;1;0;1;50
2.021E+11;4;MENAFAURIES (CHEMIN DES);0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
2.021E+11;4;MONTEL (BD PAUL);0;N/A;1;4;3;1;-1;-1;1;;-1;2;0;1;50
2.021E+11;3;MARIGARDE (ROUTE DE LA);0;N/A;2;2;0;1;20;412;2;;-1;1;0;1;50
2.021E+11;4;COUBERTIN (AVENUE PIERRE);0;N/A;2;4;0;1;-1;-1;1;;-1;1;0;1;50
2.021E+11;7;PUGETS AVENUE DES;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
2.021E+11;2;MARECHAL FOCH ( AVENUE DU );0;N/A;2;3;0;1;70;416;1;;-1;1;0;1;50
2.021E+11;2;RN 94;0;N/A;-1;2;0;1;72;790;1;;-1;1;0;1;50
2.021E+11;4;PORTE DE LA VILLETTE;0;N/A;1;4;0;1;24;500;1;;-1;1;0;1;70
2.021E+11;4;PORTE DE CHAMPERRET;0;N/A;1;4;0;1;17;300;1;;-1;1;0;1;70
2.021E+11;4;PORTE D ASNIERES;0;N/A;1;4;0;1;18;200;1;;-1;1;1;1;70
2.021E+11;4;PORTE DE SAINT OUEN;0;N/A;1;4;0;1;21;100;1;;-1;1;0;1;70
2.021E+11;4;PORTE DOREE;0;N/A;1;4;0;1;33;600;1;;-1;1;0;1;70
2.021E+11;4;PORTE DAUPHINE;0;N/A;1;4;0;1;15;0;2;;-1;1;0;1;70
2.021E+11;4;PORTE DE CLIGNANCOURT;0;N/A;1;4;0;1;21;900;1;;-1;1;0;1;70
2.021E+11;4;ECHANGEUR BERCY;0;N/A;1;3;0;1;35;0;1;;-1;1;0;1;70
2.021E+11;4;ECHANGEUR MAILLOT;0;N/A;1;2;0;1;-1;-1;3;;-1;1;0;1;50
2.021E+11;4;PORTE DOREE;0;N/A;1;4;0;1;33;0;1;;-1;1;0;1;70
2.021E+11;4;PORTE BRANCION;0;N/A;3;3;0;1;6;800;1;;-1;1;0;1;70
2.021E+11;4;PORTE DE CHARENTON;0;N/A;1;4;0;1;33;800;1;;-1;1;1;1;70
2.021E+11;4;PORTE DE MONTREUIL;0;N/A;1;4;0;1;30;800;1;;-1;1;0;1;70
2.021E+11;4;ECHANGEUR CHAPELLE;0;N/A;1;2;0;2;-1;-1;1;;-1;1;0;1;50
2.021E+11;4;PORTE D ASNIERES;0;N/A;1;4;0;1;18;400;1;;-1;1;0;1;70
2.021E+11;4;AVENUE DE LOWENDAL;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;AVENUE DES CHAMPS ELYSEES;0;N/A;2;6;0;1;-1;-1;1;;-1;1;0;1;50
2.021E+11;4;ALLEE DU BORD DE L EAU;0;N/A;2;4;0;1;-1;-1;1;;-1;1;0;1;50
2.021E+11;4;BOULEVARD SAINT MICHEL;0;N/A;2;4;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;BOULEVARD MASSENA;0;N/A;3;2;1;2;-1;-1;1;;-1;1;0;5;30
2.021E+11;4;BOULEVARD MACDONALD;0;N/A;3;3;1;2;-1;-1;1;;-1;1;0;5;30
2.021E+11;4;AVENUE JEAN JAURES;0;N/A;2;3;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;AVENUE DE FLANDRE;0;N/A;3;3;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;BOULEVARD DE LA VILLETTE;0;N/A;3;2;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;AVENUE DE LA PORTE DE LA VILLETTE;0;N/A;3;4;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;AVENUE JEAN JAURES;0;N/A;2;4;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;BOULEVARD NEY;0;N/A;3;3;0;1;-1;-1;1;;-1;1;0;1;50
2.021E+11;4;RUE D AUBERVILLIERS;0;N/A;3;3;1;1;-1;-1;1;;-1;1;5;5;30
2.021E+11;4;AVENUE DE CLICHY;0;N/A;2;2;0;2;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;RUE DUMONT D URVILLE;0;N/A;1;1;0;1;-1;-1;1;;-1;1;0;1;50
2.021E+11;4;RUE CLAUDE TERRASSE;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;AVENUE KLEBER;0;N/A;2;3;0;1;-1;-1;1;;-1;1;0;1;50
2.021E+11;4;PLACE CHARLES DE GAULLE;0;N/A;1;5;0;1;-1;-1;2;;-1;1;0;1;30
2.021E+11;4;RUE DE L AMIRAL D ESTAING;0;N/A;1;1;0;1;-1;-1;1;;-1;1;0;4;30
2.021E+11;4;AVENUE FOCH;0;N/A;1;1;0;1;-1;-1;1;;-1;1;0;1;50
2.021E+11;4;PLACE DU GENERAL BEURET;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
2.021E+11;4;RUE DE LA CONVENTION;0;N/A;2;2;0;2;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;RUE DE VAUGIRARD;0;N/A;2;4;1;1;-1;-1;1;;-1;1;0;5;30
2.021E+11;4;RUE BRANCION;0;N/A;1;1;0;1;-1;-1;1;;-1;1;8;1;30
2.021E+11;4;RUE DE LA PORTE D ISSY;0;N/A;2;5;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;PLACE DU MOULIN DE JAVEL;0;N/A;1;3;0;1;-1;-1;2;;-1;1;0;1;30
2.021E+11;4;BOULEVARD DE PORT ROYAL;0;N/A;2;6;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;BOULEVARD PERIPHERIQUE EXTERIEUR SUD;0;N/A;1;3;0;1;3;900;1;;-1;1;0;1;70
2.021E+11;4;AVENUE DU MAINE;0;N/A;3;3;0;2;-1;-1;3;;-1;1;0;1;50
2.021E+11;4;BOULEVARD JOURDAN;0;N/A;3;2;1;1;-1;-1;1;;-1;1;0;5;50
2.021E+11;4;PLACE DE LA PORTE DE VANVES;0;N/A;2;4;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;RUE VERCINGETORIX;0;N/A;1;3;1;1;-1;-1;1;;-1;1;0;5;30
2.021E+11;4;RUE D ALESIA;0;N/A;2;4;1;1;-1;-1;1;;-1;1;0;5;30
2.021E+11;4;RUE DE LA LEGION ETRANGERE;0;N/A;2;4;0;1;-1;-1;1;;-1;1;0;1;50
2.021E+11;4;BOULEVARD DE L HOPITAL;0;N/A;2;5;0;2;-1;-1;1;;-1;1;0;1;50
2.021E+11;4;AVENUE LEON BOLLEE;0;N/A;1;1;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;BOULEVARD VINCENT AURIOL;0;N/A;3;2;0;2;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;PLACE COLUCHE;0;N/A;1;2;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;RUE BARON LE ROY;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;RUE DE LYON;0;N/A;2;5;3;1;-1;-1;1;;-1;1;0;6;30
2.021E+11;4;BOULEVARD VOLTAIRE;0;N/A;2;4;0;1;-1;-1;1;;-1;2;0;1;30
2.021E+11;4;BOULEVARD VOLTAIRE;0;N/A;2;4;1;1;-1;-1;1;;-1;1;0;5;30
2.021E+11;4;RUE LECOURBE;0;N/A;2;3;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;RUE DU CHEMIN VERT;0;N/A;1;1;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;RUE DES PYRENEES;0;N/A;2;3;0;2;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;RUE DE LA ROQUETTE;0;N/A;1;1;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;QUAI DE VALMY;0;N/A;1;3;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;QUAI DE JEMMAPES;0;N/A;1;2;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;BOULEVARD DE MAGENTA;0;N/A;2;4;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;PLACE JACQUES BONSERGENT;0;N/A;1;1;0;1;-1;-1;2;;-1;1;0;1;30
2.021E+11;4;BOULEVARD DE CLICHY;0;N/A;3;2;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;RUE DU HAVRE;0;N/A;2;5;1;1;-1;-1;1;;-1;1;0;5;30
2.021E+11;4;RUE DU FAUBOURG POISSONNIERE;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;RUE DE DUNKERQUE;0;N/A;2;2;1;1;-1;-1;1;;-1;1;0;5;30
2.021E+11;4;BOULEVARD MONTMARTRE;0;N/A;2;5;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;BOULEVARD MALESHERBES;0;N/A;2;6;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;ROND POINT CHAMPS ELYSEES;0;N/A;2;8;1;2;-1;-1;1;;-1;1;0;5;50
2.021E+11;4;COURS ALBERT 1ER;0;N/A;3;3;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;PONT ALEXANDRE III;0;N/A;2;6;0;1;-1;-1;1;;-1;1;2;1;30
2.021E+11;4;RUE DU BAC;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;RUE VERCINGETORIX;0;N/A;2;3;1;2;-1;-1;1;;-1;1;0;5;30
2.021E+11;4;AVENUE DE BRETEUIL;0;N/A;3;1;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;RUE DE TURENNE;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;RUE SAINTE CROIX DE LA BRETONNERIE;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;BOULEVARD SAINT MARTIN;0;N/A;2;4;0;2;-1;-1;1;;-1;1;0;1;50
2.021E+11;4;BOULEVARD SAINT MARTIN;0;N/A;2;4;0;3;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;JOFFRE (AV);0;N/A;2;2;0;1;1;0;1;;-1;1;0;1;50
2.021E+11;2;PARIS (R DE);0;N/A;3;2;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;4;CROSNES (R DE);0;N/A;2;0;0;1;1;0;1;;-1;1;0;1;50
2.021E+11;3;PONT DE CRETEIL - PONT DE CRETEIL (R DU);0;N/A;1;2;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;4;PAUL DEROULEDE (R);0;N/A;1;1;0;1;1;0;1;;-1;1;0;1;30
2.021E+11;3;PONT DE CRETEIL (R DU);3;N/A;2;4;0;1;1;0;1;;-1;1;2;1;30
2.021E+11;3;LEDRU ROLLIN (AV);0;N/A;2;2;0;1;1;0;2;;-1;1;9;1;50
2.021E+11;3;HUIT MAI 1945 (AV DU);0;N/A;2;2;0;1;1;0;1;;-1;1;0;1;50
2.021E+11;3;VERDUN (PL DE);0;N/A;2;4;0;1;1;0;1;;-1;1;5;1;50
2.021E+11;3;EUGENE RENAULT - CAR DE LA RESISTANCE (R;0;N/A;2;2;0;1;0;1;1;;-1;1;5;1;50
2.021E+11;3;LAPLACE (AV);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;3;GALLIENI (R);0;N/A;-1;2;0;1;1;0;1;;-1;1;0;1;50
2.021E+11;3;VERDUN (AV DE);0;N/A;1;2;0;1;1;0;2;;-1;1;0;1;50
2.021E+11;3;HENRI BARBUSSE (AV);0;N/A;2;2;0;1;1;0;1;;-1;1;0;1;30
2.021E+11;3;REPUBLIQUE (AV DE LA);0;N/A;2;2;0;1;1;0;1;;-1;1;0;1;50
2.021E+11;9;RUE DE CONCARNEAU;0;N/A;-1;0;0;1;0;0;1;;-1;1;9;8;30
2.021E+11;3;BOISSY.(AVENUE DE);0;N/A;2;1;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;3;RESISTANCE.(PLACE DE LA);0;N/A;2;2;0;1;1;0;1;;-1;1;5;4;50
2.021E+11;4;SAVAR.(RUE JULIETTE);0;N/A;2;2;0;1;0;1;1;;-1;1;0;1;50
2.021E+11;4;PASTEUR (AV);0;N/A;-1;2;0;1;0;1;1;;-1;1;0;1;50
2.021E+11;4;GENERAL LECLERC (AV);0;N/A;3;4;0;1;1;0;1;;-1;1;0;1;50
2.021E+11;3;AV DE PINCE VENT;0;N/A;2;2;0;1;1;0;1;;-1;1;0;1;50
2.021E+11;4;CHAMPLAIN (AV);0;N/A;1;1;0;1;1;0;1;;-1;1;9;1;50
2.021E+11;3;STRASBOURG (BD DE);0;N/A;4;0;0;1;1;0;1;;-1;1;0;1;50
2.021E+11;3;STALINGRAD - PONT DE NOGENT (BD DE);0;N/A;4;4;0;1;1;0;1;;-1;1;3;1;50
2.021E+11;3;SALVADOR ALLENDE (AV);0;N/A;3;2;1;1;1;0;1;;-1;1;0;5;50
2.021E+11;4;BENOIT MALON (R);0;N/A;1;1;0;2;0;0;1;;-1;1;0;1;30
2.021E+11;4;AMBROISE CROIZAT (AV);0;N/A;1;4;0;2;1;0;1;;-1;1;0;1;50
2.021E+11;3;LOUIS TALAMONI (R);0;N/A;3;4;0;1;5;199;1;;-1;1;0;1;50
2.021E+11;2;MARECHAL DE LATTRE DE TASSIGNY (AV);0;N/A;2;4;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;4;FAUVETTES (AVENE DES);0;N/A;2;2;0;1;0;0;1;;-1;1;5;1;50
2.021E+11;4;TREMBLAY (ROUTE DE);0;N/A;2;2;0;1;0;1;1;;-1;1;0;1;50
2.021E+11;4;BROSSOLETTE (RUE PIERRE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;9;JEAN MERMOZ (BOULEVARD) DES NÂ°1A57 ET NÂ°;0;N/A;-1;0;0;1;0;0;1;;-1;2;0;8;30
2.021E+11;3;JAURES (AVENUE JEAN);0;N/A;3;2;1;1;0;1;1;;-1;1;0;1;50
2.021E+11;3;LENINE (AVENUE) NÂ°36 AU 120 ET NÂ°45 AU 1;0;N/A;1;2;0;1;0;0;1;;-1;1;5;1;50
2.021E+11;4;BLUM (RUE LEON);0;N/A;2;2;0;2;1;0;1;;-1;1;0;1;50
2.021E+11;4;EMILE COSSONNEAU (AVE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;4;ROSNY (RUE DE);0;N/A;2;2;0;2;1;0;1;;-1;1;0;1;50
2.021E+11;3;ARISTIDE BRIAND (BOULEVARD);0;N/A;2;2;1;2;0;1;1;;-1;1;0;1;30
2.021E+11;3;EUROPE BOULEVARD DE L';0;N/A;3;4;0;1;45;0;1;;-1;1;0;1;50
2.021E+11;3;EUROPE BOULEVARD DE L';0;N/A;3;4;0;1;1;0;1;;-1;1;0;1;50
2.021E+11;3;Route Nationale 3;0;N/A;3;4;0;1;18;500;1;;-1;1;0;1;70
2.021E+11;3;AVENUE GASTON ROUSSEL;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;4;FELIX MERLIN;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;3;PAUL VAILLANT COUTURIER (BD);0;N/A;2;4;0;1;0;1;1;;-1;1;8;1;50
2.021E+11;3;LINDBERGH (CARREFOUR);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;3;CREVECOEUR (RUE DE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;3;PASTEUR (BOULEVARD) DE 40 A +;0;N/A;4;2;0;1;81;0;1;;-1;1;0;1;50
2.021E+11;3;MONTFERMEIL (ALLEE DE);0;N/A;2;2;0;1;0;1;1;;-1;1;0;1;50
2.021E+11;3;BARBUSSE (AV. HENRI) DE 115 A FIN COTE I;0;N/A;2;2;0;1;1;0;1;;-1;1;0;1;50
2.021E+11;3;BARBUSSE (AVENUE HENRI) A30;0;N/A;-1;2;1;1;-1;-1;1;;-1;1;0;1;50
2.021E+11;3;PASTEUR (AVENUE);0;N/A;2;2;0;1;0;1;1;;-1;1;0;1;50
2.021E+11;4;LOUIS ARAGON (ALLEE);0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;30
2.021E+11;3;VICTOR HUGO (AVE)  => 120;0;N/A;4;2;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;4;N/A;0;N/A;1;0;0;1;1;0;1;;-1;1;0;1;30
2.021E+11;3;GALLIENI (QUAI);0;N/A;1;2;0;1;1;0;1;;-1;1;0;1;50
2.021E+11;3;3;0;N/A;1;5;0;2;1;0;1;;-1;1;0;1;50
2.021E+11;4;N/A;0;N/A;1;1;0;1;1;0;1;;-1;1;6;1;30
2.021E+11;4;N/A;0;N/A;2;1;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;2;13;0;N/A;1;2;0;1;0;0;1;;-1;1;5;1;50
2.021E+11;3;50;0;N/A;2;4;0;2;0;1;1;;-1;1;0;8;50
2.021E+11;3;989;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;3;908;0;N/A;-1;2;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;4;BELFORT (RUE DE);0;N/A;1;1;0;1;0;0;1;;-1;1;6;8;30
2.021E+11;3;JEAN JAURES (BD) DE (1 A 45)   (2 A 54);0;N/A;1;3;2;1;0;0;1;;-1;1;0;1;50
2.021E+11;9;DESCHANDELLIERS (PASSAGE);0;N/A;2;1;0;1;0;0;1;;-1;1;0;1;30
2.021E+11;3;77;0;N/A;2;0;1;1;0;0;1;;-1;1;0;1;50
2.021E+11;3;RAYMON ARON (AVENUE);0;N/A;3;4;0;1;0;0;1;;-1;1;0;1;50
2.021E+11;7;N/A;-1;N/A;2;2;0;2;6;750;1;;-1;1;0;1;70
2.021E+11;4;953;-1;N/A;2;2;0;1;0;200;2;;-1;2;0;3;80
2.021E+11;3;55;-1;N/A;2;2;0;1;3;100;3;;-1;1;0;1;80
2.021E+11;3;258;0;N/A;2;2;0;4;-1;-1;2;;-1;1;0;3;50
2.021E+11;3;234;-1;N/A;2;2;0;2;6;50;3;;-1;1;0;1;-1
2.021E+11;3;137;-1;N/A;2;2;0;1;4;820;3;;-1;1;0;1;80
2.021E+11;3;13;0;N/A;2;2;0;1;17;200;1;;-1;1;0;1;90
2.021E+11;3;1504;0;N/A;2;2;0;2;9;840;3;;-1;1;0;1;80
2.021E+11;3;20;0;N/A;3;1;3;1;57;620;1;;-1;1;0;8;90
2.021E+11;3;980;-1;N/A;2;2;0;2;28;700;4;;-1;1;0;3;80
2.021E+11;3;62;-1;D;2;2;0;1;-1;-1;1;;-1;1;5;1;80
2.021E+11;3;52;0;N/A;2;2;0;2;30;800;1;;-1;1;0;1;90
2.021E+11;3;813;-1;N/A;2;2;0;1;30;72;1;;4;1;0;1;50
2.021E+11;3;45;0;D;2;2;0;2;28;105;1;;-1;1;0;1;80
2.021E+11;1;11;-1;N/A;1;3;0;1;46;700;1;;13,5;1;0;2;130
2.021E+11;3;794;-1;N/A;2;2;0;1;68;919;1;;-1;1;0;1;70
2.021E+11;3;8;0;D;2;2;0;1;22;360;1;;-1;1;0;1;80
2.021E+11;3;415;-1;N/A;2;2;0;1;12;340;3;;-1;1;0;1;80
2.021E+11;1;31;0;N/A;3;4;0;1;122;800;1;;-1;1;0;2;130
2.021E+11;3;134;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;0;8;80
2.021E+11;3;N/A;-1;N/A;2;2;0;1;13;575;1;;-1;3;0;3;50
2.021E+11;3;310;0;N/A;2;2;0;1;5;145;1;;-1;1;0;1;80
2.021E+11;3;243;0;D;2;2;0;1;5;700;1;;-1;9;0;1;-1
2.021E+11;3;97;0;N/A;2;1;0;1;24;100;1;;3;1;0;1;80
2.021E+11;3;940;-1;N/A;2;2;0;1;8;300;1;;4;1;0;1;50
2.021E+11;3;740;-1;N/A;2;2;0;1;35;999;1;;5,7;1;0;3;80
2.021E+11;3;3;-1;N/A;2;2;0;1;132;0;2;;-1;1;0;3;80
2.021E+11;3;D5;-1;N/A;2;2;0;1;22;350;2;;-1;1;0;1;80
2.021E+11;3;338;0;D;2;2;0;1;36;100;3;;-1;1;5;1;90
2.021E+11;4;N/A;-1;N/A;2;2;0;1;-1;-1;1;;4;1;0;1;50
2.021E+11;4;N/A;-1;N/A;2;2;0;1;-1;-1;1;;4;1;0;1;50
2.021E+11;3;468;-1;N/A;3;2;0;1;-1;-1;1;;-1;2;0;1;50
2.021E+11;3;526;-1;N/A;2;2;0;2;18;500;3;;-1;1;0;1;80
2.021E+11;3;138;-1;D;2;2;0;1;18;500;1;;-1;1;0;1;80
2.021E+11;4;N/A;-1;N/A;2;1;0;2;-1;-1;2;;3;8;0;1;80
2.021E+11;3;7;0;N/A;2;2;0;1;22;631;1;;-1;1;0;1;80
2.021E+11;3;2;0;N/A;2;2;0;3;21;90;1;;-1;1;0;1;80
2.021E+11;3;616;0;N/A;3;4;0;1;2;300;1;;-1;1;2;1;90
2.021E+11;3;31;-1;N/A;2;1;0;1;9;0;1;;-1;1;0;1;90
2.021E+11;3;131;0;D;2;2;0;2;5;670;2;;-1;1;0;3;80
2.021E+11;6;N/A;0;A;-1;-1;0;1;-1;-1;3;;-1;1;0;1;30
2.021E+11;3;1201;0;N/A;2;2;0;1;40;-1;1;;-1;1;0;1;70
2.021E+11;3;D938;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
2.021E+11;3;237;0;N/A;2;2;0;2;1;100;3;;-1;1;0;1;50
2.021E+11;2;10;-1;N/A;2;2;0;1;138;-1;1;;7;1;0;1;70
2.021E+11;4;N/A;-1;N/A;2;2;0;1;-1;-1;1;;4;1;0;1;50
2.021E+11;4;5;0;N/A;2;2;0;1;-1;-1;1;;-1;2;0;3;30
2.021E+11;3;8;0;D;2;2;0;2;17;100;3;;-1;2;0;8;50
2.021E+11;3;953;-1;N/A;2;2;0;3;24;800;1;;-1;2;0;1;80
2.021E+11;2;124;-1;N/A;2;2;0;3;74;800;1;;-1;1;0;3;80
2.021E+11;3;632;-1;N/A;2;2;0;1;12;100;3;;-1;1;0;3;50
2.021E+11;2;124;-1;N/A;3;4;0;2;4;300;1;;-1;1;0;3;110
2.021E+11;3;d 620;0;D;2;2;0;2;37;200;1;;-1;1;0;1;50
2.021E+11;3;118;0;D;2;2;0;1;59;10;1;;-1;1;0;1;50
2.021E+11;3;119;-1;N/A;2;2;0;2;18;300;3;;-1;1;0;1;50
2.021E+11;3;972;-1;N/A;2;2;0;1;4;450;1;;-1;1;0;3;80
2.021E+11;3;41;0;N/A;2;1;0;3;30;890;1;;3;2;0;1;80
2.021E+11;3;906;0;N/A;2;2;0;1;23;500;1;;-1;1;0;3;80
2.021E+11;6;336;0;D;-1;0;0;1;-1;-1;1;;-1;1;0;1;30
2.021E+11;4;N/A;-1;N/A;2;1;0;2;-1;-1;3;;3;2;0;3;90
2.021E+11;3;24;0;D;2;2;0;1;7;850;1;;-1;2;0;3;80
2.021E+11;2;N/A;-1;N/A;2;2;0;1;-1;-1;1;;4;1;9;1;50
2.021E+11;3;921;-1;N/A;2;2;0;2;16;400;3;;-1;1;0;1;90
2.021E+11;3;901;0;N/A;2;2;0;1;25;990;3;;-1;1;0;1;30
2.021E+11;4;N/A;-1;N/A;-1;2;0;1;-1;-1;1;;4;1;0;3;80
2.021E+11;4;N/A;-1;N/A;2;2;0;1;-1;-1;1;;4;1;0;1;80
2.021E+11;4;N/A;0;N/A;2;2;0;1;-1;-1;2;;4;1;0;8;80
2.021E+11;3;41;0;D;2;2;0;2;-1;-1;2;;-1;1;0;3;80
2.021E+11;3;432;0;D;2;2;0;2;-1;-1;1;;-1;1;0;1;50
2.021E+11;4;N/A;-1;N/A;2;2;0;1;-1;-1;3;;4;1;0;3;80
2.021E+11;3;773;-1;N/A;2;2;0;1;12;0;2;;-1;1;9;1;50
2.021E+11;3;113;-1;N/A;2;2;0;1;1;228;1;;-1;1;0;1;70
2.021E+11;3;13;0;D;-1;2;0;1;41;221;2;;-1;1;0;1;50
2.021E+11;4;N/A;-1;N/A;2;2;0;1;-1;-1;4;;4;1;0;1;50
2.021E+11;4;N/A;-1;N/A;2;2;0;1;-1;-1;1;;4;1;0;1;50
2.021E+11;4;105;0;D;2;2;0;1;-1;-1;2;;-1;1;5;1;50
2.021E+11;7;D64;-1;N/A;4;2;0;3;23;823;1;;4;1;9;1;30
2.021E+11;3;518;0;N/A;2;2;0;1;19;300;1;;-1;1;0;1;80
2.021E+11;3;23;-1;N/A;2;2;0;1;1;900;1;;4;1;0;1;50
2.021E+11;3;N/A;0;N/A;2;1;0;1;-1;-1;1;;3,5;1;0;1;50
2.021E+11;3;D642;0;N/A;3;2;0;1;1;100;1;;-1;1;0;1;80
2.021E+11;3;2009;-1;N/A;2;2;0;1;30;225;1;;4;1;0;1;50
2.021E+11;3;993;0;N/A;2;2;0;1;12;450;3;;-1;1;0;1;90
2.021E+11;3;22;-1;N/A;2;2;0;2;2;245;3;;-1;1;0;3;90
2.021E+11;2;57;0;N/A;2;2;0;1;16;800;1;;-1;1;0;1;80
2.021E+11;3;76;-1;N/A;2;2;0;1;7;950;3;;-1;1;0;1;80
2.021E+11;4;N/A;-1;N/A;2;2;0;2;-1;-1;1;;4;1;0;1;50
